Hospital Name,Hospital ID,State,Avg Annual Admissions,Avg Expected Readmission Rate,Avg Annual Readmissions
"L A DOWNTOWN MEDICAL CENTER, LLC",50763,California,95,18.9868,24
"L A DOWNTOWN MEDICAL CENTER, LLC",50763,California,13,22.4842,4
"L A DOWNTOWN MEDICAL CENTER, LLC",50763,California,53,21.186,13
SHASTA REGIONAL MEDICAL CENTER,50764,California,155,17.0495,21
SHASTA REGIONAL MEDICAL CENTER,50764,California,118,3.9801,6
SHASTA REGIONAL MEDICAL CENTER,50764,California,162,20.2377,32
SHASTA REGIONAL MEDICAL CENTER,50764,California,61,19.0177,15
SHASTA REGIONAL MEDICAL CENTER,50764,California,40,13.551,6
SHASTA REGIONAL MEDICAL CENTER,50764,California,69,14.4632,7
HOAG ORTHOPEDIC INSTITUTE,50769,California,658,4.0153,17
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,50770,California,68,16.5925,14
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,50770,California,73,19.1471,17
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,50770,California,34,20.2112,6
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,50770,California,43,14.3146,9
COAST PLAZA HOSPITAL,50771,California,40,21.7717,8
COAST PLAZA HOSPITAL,50771,California,29,24.2406,10
COAST PLAZA HOSPITAL,50771,California,12,24.4854,4
TEMECULA VALLEY HOSPITAL,50775,California,70,14.9588,12
TEMECULA VALLEY HOSPITAL,50775,California,117,21.5406,27
TEMECULA VALLEY HOSPITAL,50775,California,30,18.9605,5
TEMECULA VALLEY HOSPITAL,50775,California,61,14.3152,11
COLLEGE MEDICAL CENTER,50776,California,24,22.6771,4
COLLEGE MEDICAL CENTER,50776,California,15,25.3024,4
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",50779,California,26,18.5157,6
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",50779,California,38,20.811,12
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",50779,California,18,23.5519,4
FOOTHILL REGIONAL MEDICAL CENTER,50780,California,40,22.6821,11
CASA COLINA HOSPITAL,50782,California,21,19.0924,6
COLUSA MEDICAL CENTER,50783,California,31,15.2402,5
COLUSA MEDICAL CENTER,50783,California,23,19.1173,6
ADVENTIST HEALTH TULARE,50784,California,17,18.7664,4
NORTH COLORADO MEDICAL CENTER,60001,Colorado,80,17.0422,12
NORTH COLORADO MEDICAL CENTER,60001,Colorado,86,20.8171,16
NORTH COLORADO MEDICAL CENTER,60001,Colorado,32,19.7105,7
NORTH COLORADO MEDICAL CENTER,60001,Colorado,55,13.2547,5
CENTURA LONGMONT UNITED HOSPITAL,60003,Colorado,45,15.1078,5
CENTURA LONGMONT UNITED HOSPITAL,60003,Colorado,30,18.8043,7
CENTURA LONGMONT UNITED HOSPITAL,60003,Colorado,22,16.5156,5
PLATTE VALLEY MEDICAL CENTER,60004,Colorado,27,19.665,5
MONTROSE REGIONAL HEALTH,60006,Colorado,31,17.6223,5
LUTHERAN MEDICAL CENTER,60009,Colorado,66,15.3444,6
LUTHERAN MEDICAL CENTER,60009,Colorado,86,18.9323,14
LUTHERAN MEDICAL CENTER,60009,Colorado,25,18.05,4
POUDRE VALLEY HOSPITAL,60010,Colorado,105,16.4213,17
POUDRE VALLEY HOSPITAL,60010,Colorado,493,3.6454,16
POUDRE VALLEY HOSPITAL,60010,Colorado,89,20.2857,17
POUDRE VALLEY HOSPITAL,60010,Colorado,36,20.077,6
DENVER HEALTH & HOSPITAL AUTHORITY,60011,Colorado,18,23.6652,5
MERCY REGIONAL MEDICAL CENTER,60013,Colorado,41,16.157,4
MERCY REGIONAL MEDICAL CENTER,60013,Colorado,58,19.4461,6
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,60014,Colorado,24,18.2181,4
CENTURA HEALTH-ST ANTHONY HOSPITAL,60015,Colorado,53,15.8486,8
CENTURA HEALTH-ST ANTHONY HOSPITAL,60015,Colorado,69,20.3222,12
CENTURA HEALTH-ST ANTHONY HOSPITAL,60015,Colorado,26,18.6295,4
CENTURA HEALTH-ST ANTHONY HOSPITAL,60015,Colorado,77,12.2125,8
"PARKVIEW MEDICAL CENTER, INC",60020,Colorado,81,16.2858,13
"PARKVIEW MEDICAL CENTER, INC",60020,Colorado,69,4.064,4
"PARKVIEW MEDICAL CENTER, INC",60020,Colorado,128,20.6539,22
"PARKVIEW MEDICAL CENTER, INC",60020,Colorado,104,19.1656,17
"PARKVIEW MEDICAL CENTER, INC",60020,Colorado,84,13.0701,9
UCH-MEMORIAL HEALTH SYSTEM,60022,Colorado,156,16.0705,24
UCH-MEMORIAL HEALTH SYSTEM,60022,Colorado,173,20.7618,31
UCH-MEMORIAL HEALTH SYSTEM,60022,Colorado,60,20.463,11
UCH-MEMORIAL HEALTH SYSTEM,60022,Colorado,96,11.8195,7
ST MARYS MEDICAL CENTER,60023,Colorado,71,15.9145,10
ST MARYS MEDICAL CENTER,60023,Colorado,65,20.0851,13
ST MARYS MEDICAL CENTER,60023,Colorado,28,17.7702,5
ST MARYS MEDICAL CENTER,60023,Colorado,95,11.0051,8
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,60024,Colorado,127,19.3596,23
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,60024,Colorado,131,4.6228,4
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,60024,Colorado,137,22.9511,28
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,60024,Colorado,58,22.747,11
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,60024,Colorado,48,14.9386,8
BOULDER COMMUNITY HEALTH,60027,Colorado,65,14.4442,8
BOULDER COMMUNITY HEALTH,60027,Colorado,147,3.4395,6
BOULDER COMMUNITY HEALTH,60027,Colorado,68,17.6028,12
BOULDER COMMUNITY HEALTH,60027,Colorado,25,11.0228,4
SAINT JOSEPH HOSPITAL,60028,Colorado,29,18.6314,5
SAINT JOSEPH HOSPITAL,60028,Colorado,35,20.8942,5
SAINT JOSEPH HOSPITAL,60028,Colorado,16,22.8833,5
MCKEE MEDICAL CENTER,60030,Colorado,28,18.8121,5
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,Colorado,156,15.0147,19
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,Colorado,462,3.6276,10
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,Colorado,197,19.194,26
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,Colorado,68,17.7703,12
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,Colorado,112,12.1137,12
ROSE MEDICAL CENTER,60032,Colorado,52,16.1517,10
ROSE MEDICAL CENTER,60032,Colorado,59,19.786,10
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,60034,Colorado,95,16.9988,15
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,60034,Colorado,95,20.3015,18
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,60034,Colorado,26,19.4714,7
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,60034,Colorado,32,11.8187,5
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,60064,Colorado,33,16.0375,4
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,60064,Colorado,43,19.6835,6
NORTH SUBURBAN MEDICAL CENTER,60065,Colorado,22,17.4166,5
NORTH SUBURBAN MEDICAL CENTER,60065,Colorado,42,21.5026,7
DELTA COUNTY MEMORIAL HOSPITAL,60071,Colorado,16,19.2346,4
VALLEY VIEW HOSPITAL ASSOCIATION,60075,Colorado,21,18.9427,5
AURORA SOUTH HOSPITAL AND MEDICAL CENTER,60100,Colorado,76,16.3876,11
AURORA SOUTH HOSPITAL AND MEDICAL CENTER,60100,Colorado,90,21.5879,15
AURORA SOUTH HOSPITAL AND MEDICAL CENTER,60100,Colorado,27,20.9791,4
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,60104,Colorado,47,20.3515,10
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,60104,Colorado,25,20.0834,4
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,60104,Colorado,25,13.5848,4
SKY RIDGE MEDICAL CENTER,60112,Colorado,66,17.2061,12
SKY RIDGE MEDICAL CENTER,60112,Colorado,151,4.0077,5
SKY RIDGE MEDICAL CENTER,60112,Colorado,71,20.7541,12
"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",60113,Colorado,88,15.8906,13
"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",60113,Colorado,85,19.9563,14
"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",60113,Colorado,29,18.8548,7
PARKER ADVENTIST HOSPITAL,60114,Colorado,52,15.5003,4
PARKER ADVENTIST HOSPITAL,60114,Colorado,50,19.7388,6
PARKER ADVENTIST HOSPITAL,60114,Colorado,27,16.6484,4
GOOD SAMARITAN MEDICAL CENTER LLC,60116,Colorado,30,16.3183,4
GOOD SAMARITAN MEDICAL CENTER LLC,60116,Colorado,33,19.0387,6
MEDICAL CENTER OF THE ROCKIES,60119,Colorado,82,16.971,12
MEDICAL CENTER OF THE ROCKIES,60119,Colorado,123,3.8068,4
MEDICAL CENTER OF THE ROCKIES,60119,Colorado,99,21.1323,17
MEDICAL CENTER OF THE ROCKIES,60119,Colorado,35,21.4492,8
MEDICAL CENTER OF THE ROCKIES,60119,Colorado,53,11.1986,6
MEDICAL CENTER OF THE ROCKIES,60119,Colorado,125,12.319,13
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,60124,Colorado,222,3.9313,6
CENTURA CASTLE ROCK ADVENTIST HOSPITAL,60125,Colorado,20,21.1437,4
LONGS PEAK HOSPITAL,60128,Colorado,34,19.039,4
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,Connecticut,128,16.845,19
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,Connecticut,328,4.3658,14
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,Connecticut,346,21.2002,61
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,Connecticut,77,20.9957,18
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,Connecticut,43,13.4028,7
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,Connecticut,102,14.0184,15
DAY KIMBALL HOSPITAL,70003,Connecticut,43,14.2851,5
DAY KIMBALL HOSPITAL,70003,Connecticut,55,19.7987,14
DAY KIMBALL HOSPITAL,70003,Connecticut,40,17.2147,8
SHARON HOSPITAL,70004,Connecticut,52,15.5308,6
SHARON HOSPITAL,70004,Connecticut,35,20.3708,6
SHARON HOSPITAL,70004,Connecticut,22,17.7647,5
WATERBURY HOSPITAL,70005,Connecticut,111,17.0789,23
WATERBURY HOSPITAL,70005,Connecticut,125,21.0621,30
WATERBURY HOSPITAL,70005,Connecticut,43,19.3013,9
WATERBURY HOSPITAL,70005,Connecticut,36,14.2199,5
STAMFORD HOSPITAL,70006,Connecticut,130,15.7853,20
STAMFORD HOSPITAL,70006,Connecticut,162,4.165,4
STAMFORD HOSPITAL,70006,Connecticut,162,19.7598,31
STAMFORD HOSPITAL,70006,Connecticut,35,20.4766,9
STAMFORD HOSPITAL,70006,Connecticut,46,14.2699,6
LAWRENCE & MEMORIAL HOSPITAL,70007,Connecticut,186,16.6663,31
LAWRENCE & MEMORIAL HOSPITAL,70007,Connecticut,83,4.5512,4
LAWRENCE & MEMORIAL HOSPITAL,70007,Connecticut,177,21.7864,35
LAWRENCE & MEMORIAL HOSPITAL,70007,Connecticut,62,19.9953,11
LAWRENCE & MEMORIAL HOSPITAL,70007,Connecticut,37,14.4475,5
JOHNSON MEMORIAL HOSPITAL,70008,Connecticut,25,16.0534,4
JOHNSON MEMORIAL HOSPITAL,70008,Connecticut,27,20.6465,7
BRIDGEPORT HOSPITAL,70010,Connecticut,208,16.7351,38
BRIDGEPORT HOSPITAL,70010,Connecticut,94,4.2815,6
BRIDGEPORT HOSPITAL,70010,Connecticut,218,20.9474,45
BRIDGEPORT HOSPITAL,70010,Connecticut,45,21.4078,13
BRIDGEPORT HOSPITAL,70010,Connecticut,47,13.7502,7
CHARLOTTE HUNGERFORD HOSPITAL,70011,Connecticut,104,16.8022,19
CHARLOTTE HUNGERFORD HOSPITAL,70011,Connecticut,48,21.2463,12
CHARLOTTE HUNGERFORD HOSPITAL,70011,Connecticut,73,21.2595,18
ROCKVILLE GENERAL HOSPITAL,70012,Connecticut,37,15.8923,8
ROCKVILLE GENERAL HOSPITAL,70012,Connecticut,19,19.4587,6
SAINT MARY'S HOSPITAL,70016,Connecticut,93,17.2364,16
SAINT MARY'S HOSPITAL,70016,Connecticut,127,22.0132,33
SAINT MARY'S HOSPITAL,70016,Connecticut,54,20.0887,9
SAINT MARY'S HOSPITAL,70016,Connecticut,30,13.1394,5
MIDSTATE MEDICAL CENTER,70017,Connecticut,121,16.7294,19
MIDSTATE MEDICAL CENTER,70017,Connecticut,229,4.1319,10
MIDSTATE MEDICAL CENTER,70017,Connecticut,99,20.0677,21
MIDSTATE MEDICAL CENTER,70017,Connecticut,41,18.9097,10
GREENWICH HOSPITAL ASSOCIATION -,70018,Connecticut,152,16.0627,28
GREENWICH HOSPITAL ASSOCIATION -,70018,Connecticut,265,3.8674,5
GREENWICH HOSPITAL ASSOCIATION -,70018,Connecticut,134,19.7182,28
GREENWICH HOSPITAL ASSOCIATION -,70018,Connecticut,36,18.8318,10
MIDDLESEX HOSPITAL,70020,Connecticut,224,14.7781,34
MIDDLESEX HOSPITAL,70020,Connecticut,63,4.711,4
MIDDLESEX HOSPITAL,70020,Connecticut,131,19.2346,31
MIDDLESEX HOSPITAL,70020,Connecticut,93,20.345,24
WINDHAM COMMUNITY MEMORIAL HOSPITAL,70021,Connecticut,39,15.933,6
WINDHAM COMMUNITY MEMORIAL HOSPITAL,70021,Connecticut,43,20.6312,8
WINDHAM COMMUNITY MEMORIAL HOSPITAL,70021,Connecticut,20,19.3396,6
YALE-NEW HAVEN HOSPITAL,70022,Connecticut,434,18.1051,83
YALE-NEW HAVEN HOSPITAL,70022,Connecticut,85,4.5123,6
YALE-NEW HAVEN HOSPITAL,70022,Connecticut,559,21.6083,127
YALE-NEW HAVEN HOSPITAL,70022,Connecticut,110,21.9175,19
YALE-NEW HAVEN HOSPITAL,70022,Connecticut,66,13.3584,10
YALE-NEW HAVEN HOSPITAL,70022,Connecticut,191,15.4181,30
WILLIAM W BACKUS HOSPITAL,70024,Connecticut,181,18.4059,31
WILLIAM W BACKUS HOSPITAL,70024,Connecticut,92,5.0069,8
WILLIAM W BACKUS HOSPITAL,70024,Connecticut,125,21.1206,26
WILLIAM W BACKUS HOSPITAL,70024,Connecticut,68,17.9965,16
HARTFORD HOSPITAL,70025,Connecticut,219,17.0101,39
HARTFORD HOSPITAL,70025,Connecticut,281,4.2148,12
HARTFORD HOSPITAL,70025,Connecticut,399,20.6293,92
HARTFORD HOSPITAL,70025,Connecticut,66,20.1536,15
HARTFORD HOSPITAL,70025,Connecticut,85,12.2266,12
HARTFORD HOSPITAL,70025,Connecticut,183,14.5364,27
MANCHESTER MEMORIAL HOSPITAL,70027,Connecticut,98,15.5265,17
MANCHESTER MEMORIAL HOSPITAL,70027,Connecticut,59,19.7969,11
MANCHESTER MEMORIAL HOSPITAL,70027,Connecticut,27,17.8154,6
ST VINCENT'S MEDICAL CENTER,70028,Connecticut,111,15.4761,16
ST VINCENT'S MEDICAL CENTER,70028,Connecticut,57,4.4447,4
ST VINCENT'S MEDICAL CENTER,70028,Connecticut,115,19.6481,23
ST VINCENT'S MEDICAL CENTER,70028,Connecticut,54,19.5662,9
ST VINCENT'S MEDICAL CENTER,70028,Connecticut,59,14.2054,8
BRISTOL HOSPITAL,70029,Connecticut,52,16.0346,6
BRISTOL HOSPITAL,70029,Connecticut,57,19.9673,11
BRISTOL HOSPITAL,70029,Connecticut,34,19.8434,6
GRIFFIN HOSPITAL,70031,Connecticut,48,16.004,7
GRIFFIN HOSPITAL,70031,Connecticut,67,20.0801,11
GRIFFIN HOSPITAL,70031,Connecticut,39,19.766,8
DANBURY HOSPITAL,70033,Connecticut,226,16.2575,41
DANBURY HOSPITAL,70033,Connecticut,226,4.1498,9
DANBURY HOSPITAL,70033,Connecticut,291,19.8964,61
DANBURY HOSPITAL,70033,Connecticut,90,19.9045,19
DANBURY HOSPITAL,70033,Connecticut,96,13.3597,13
NORWALK HOSPITAL,70034,Connecticut,150,15.3777,20
NORWALK HOSPITAL,70034,Connecticut,149,19.3491,28
NORWALK HOSPITAL,70034,Connecticut,33,18.2083,6
NORWALK HOSPITAL,70034,Connecticut,26,13.4523,4
THE HOSPITAL OF CENTRAL CONNECTICUT,70035,Connecticut,112,15.6363,22
THE HOSPITAL OF CENTRAL CONNECTICUT,70035,Connecticut,129,20.0087,26
THE HOSPITAL OF CENTRAL CONNECTICUT,70035,Connecticut,54,18.083,10
JOHN DEMPSEY HOSPITAL,70036,Connecticut,84,15.3908,11
JOHN DEMPSEY HOSPITAL,70036,Connecticut,99,18.459,22
JOHN DEMPSEY HOSPITAL,70036,Connecticut,26,18.2252,6
JOHN DEMPSEY HOSPITAL,70036,Connecticut,28,13.4109,5
CHRISTIANA HOSPITAL,80001,Delaware,482,16.0561,77
CHRISTIANA HOSPITAL,80001,Delaware,255,4.5506,10
CHRISTIANA HOSPITAL,80001,Delaware,745,20.0227,136
CHRISTIANA HOSPITAL,80001,Delaware,234,20.0207,50
CHRISTIANA HOSPITAL,80001,Delaware,108,10.9706,9
CHRISTIANA HOSPITAL,80001,Delaware,177,13.1195,21
ST FRANCIS HOSPITAL,80003,Delaware,49,15.7866,7
ST FRANCIS HOSPITAL,80003,Delaware,44,21.1811,11
ST FRANCIS HOSPITAL,80003,Delaware,16,21.3637,4
"BAYHEALTH HOSPITAL, KENT CAMPUS",80004,Delaware,238,16.357,42
"BAYHEALTH HOSPITAL, KENT CAMPUS",80004,Delaware,111,4.1993,4
"BAYHEALTH HOSPITAL, KENT CAMPUS",80004,Delaware,247,21.3315,60
"BAYHEALTH HOSPITAL, KENT CAMPUS",80004,Delaware,165,18.6266,32
"BAYHEALTH HOSPITAL, KENT CAMPUS",80004,Delaware,26,12.42,4
"BAYHEALTH HOSPITAL, KENT CAMPUS",80004,Delaware,94,13.822,11
"TIDALHEALTH NANTICOKE, INC.",80006,Delaware,130,17.3279,18
"TIDALHEALTH NANTICOKE, INC.",80006,Delaware,115,22.2942,21
"TIDALHEALTH NANTICOKE, INC.",80006,Delaware,41,17.5883,7
BEEBE MEDICAL CENTER,80007,Delaware,259,15.1241,37
BEEBE MEDICAL CENTER,80007,Delaware,120,4.1522,4
BEEBE MEDICAL CENTER,80007,Delaware,233,19.3672,42
BEEBE MEDICAL CENTER,80007,Delaware,100,17.2753,12
BEEBE MEDICAL CENTER,80007,Delaware,93,12.6835,12
"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",80009,Delaware,97,15.087,12
"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",80009,Delaware,112,21.0983,19
"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",80009,Delaware,66,18.7896,13
GEORGE WASHINGTON UNIV HOSPITAL,90001,District of Columbia,68,17.7313,16
GEORGE WASHINGTON UNIV HOSPITAL,90001,District of Columbia,117,21.0249,25
GEORGE WASHINGTON UNIV HOSPITAL,90001,District of Columbia,27,21.1452,7
GEORGE WASHINGTON UNIV HOSPITAL,90001,District of Columbia,17,13.076,5
GEORGE WASHINGTON UNIV HOSPITAL,90001,District of Columbia,57,14.9995,8
HOWARD UNIVERSITY HOSPITAL,90003,District of Columbia,42,18.2426,6
HOWARD UNIVERSITY HOSPITAL,90003,District of Columbia,52,23.826,16
HOWARD UNIVERSITY HOSPITAL,90003,District of Columbia,28,23.5967,10
HOWARD UNIVERSITY HOSPITAL,90003,District of Columbia,12,18.5129,4
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,District of Columbia,71,18.0058,15
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,District of Columbia,84,3.8071,4
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,District of Columbia,57,22.4294,16
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,District of Columbia,18,22.9458,4
SIBLEY MEMORIAL HOSPITAL,90005,District of Columbia,115,14.7044,16
SIBLEY MEMORIAL HOSPITAL,90005,District of Columbia,124,3.7482,4
SIBLEY MEMORIAL HOSPITAL,90005,District of Columbia,79,18.2585,15
UNITED MEDICAL CENTER,90008,District of Columbia,36,20.3105,7
UNITED MEDICAL CENTER,90008,District of Columbia,45,24.2835,14
MEDSTAR WASHINGTON HOSPITAL CENTER,90011,District of Columbia,142,18.3268,27
MEDSTAR WASHINGTON HOSPITAL CENTER,90011,District of Columbia,457,22.2384,99
MEDSTAR WASHINGTON HOSPITAL CENTER,90011,District of Columbia,73,21.7373,17
MEDSTAR WASHINGTON HOSPITAL CENTER,90011,District of Columbia,178,12.5501,15
MEDSTAR WASHINGTON HOSPITAL CENTER,90011,District of Columbia,260,16.0665,45
SHANDS JACKSONVILLE,100001,Florida,71,19.1516,16
SHANDS JACKSONVILLE,100001,Florida,143,23.1611,34
SHANDS JACKSONVILLE,100001,Florida,58,23.0074,14
SHANDS JACKSONVILLE,100001,Florida,45,16.6669,7
BETHESDA  HOSPITAL INC,100002,Florida,262,16.5528,42
BETHESDA  HOSPITAL INC,100002,Florida,154,5.0987,5
BETHESDA  HOSPITAL INC,100002,Florida,200,20.9093,42
BETHESDA  HOSPITAL INC,100002,Florida,99,19.172,20
BETHESDA  HOSPITAL INC,100002,Florida,85,16.4216,16
ORLANDO HEALTH,100006,Florida,247,17.8341,40
ORLANDO HEALTH,100006,Florida,461,4.3095,28
ORLANDO HEALTH,100006,Florida,433,21.477,101
ORLANDO HEALTH,100006,Florida,137,19.8225,33
ORLANDO HEALTH,100006,Florida,74,12.2402,10
ORLANDO HEALTH,100006,Florida,166,16.1321,26
ADVENTHEALTH ORLANDO,100007,Florida,204,15.0019,38
ADVENTHEALTH ORLANDO,100007,Florida,876,16.8049,164
ADVENTHEALTH ORLANDO,100007,Florida,350,4.0325,14
ADVENTHEALTH ORLANDO,100007,Florida,994,21.2707,235
ADVENTHEALTH ORLANDO,100007,Florida,310,18.9218,62
ADVENTHEALTH ORLANDO,100007,Florida,123,13.2676,26
BAPTIST HOSPITAL OF MIAMI,100008,Florida,187,17.2081,33
BAPTIST HOSPITAL OF MIAMI,100008,Florida,174,21.4677,33
BAPTIST HOSPITAL OF MIAMI,100008,Florida,65,18.8935,14
BAPTIST HOSPITAL OF MIAMI,100008,Florida,67,15.9968,7
LEE MEMORIAL HOSPITAL,100012,Florida,310,16.3322,54
LEE MEMORIAL HOSPITAL,100012,Florida,199,4.6437,11
LEE MEMORIAL HOSPITAL,100012,Florida,425,20.9862,90
LEE MEMORIAL HOSPITAL,100012,Florida,145,20.6351,31
LEE MEMORIAL HOSPITAL,100012,Florida,94,11.6786,12
LEE MEMORIAL HOSPITAL,100012,Florida,228,13.5951,33
ADVENTHEALTH NEW SMYRNA BEACH,100014,Florida,77,16.7863,14
ADVENTHEALTH NEW SMYRNA BEACH,100014,Florida,71,20.8801,18
ADVENTHEALTH NEW SMYRNA BEACH,100014,Florida,40,17.294,8
ADVENTHEALTH NEW SMYRNA BEACH,100014,Florida,34,14.4631,5
HALIFAX HEALTH MEDICAL CENTER,100017,Florida,130,16.0972,16
HALIFAX HEALTH MEDICAL CENTER,100017,Florida,145,4.1028,4
HALIFAX HEALTH MEDICAL CENTER,100017,Florida,90,19.9814,17
HALIFAX HEALTH MEDICAL CENTER,100017,Florida,64,18.8894,13
HALIFAX HEALTH MEDICAL CENTER,100017,Florida,65,13.8675,6
NAPLES COMMUNITY HOSPITAL,100018,Florida,430,16.2898,65
NAPLES COMMUNITY HOSPITAL,100018,Florida,564,4.1655,24
NAPLES COMMUNITY HOSPITAL,100018,Florida,468,20.6988,93
NAPLES COMMUNITY HOSPITAL,100018,Florida,163,19.5677,24
NAPLES COMMUNITY HOSPITAL,100018,Florida,81,12.3645,9
NAPLES COMMUNITY HOSPITAL,100018,Florida,179,14.9183,25
HOLMES REGIONAL MEDICAL CENTER,100019,Florida,247,17.6341,36
HOLMES REGIONAL MEDICAL CENTER,100019,Florida,79,4.6918,5
HOLMES REGIONAL MEDICAL CENTER,100019,Florida,250,21.9896,44
HOLMES REGIONAL MEDICAL CENTER,100019,Florida,128,20.8772,20
HOLMES REGIONAL MEDICAL CENTER,100019,Florida,48,11.696,4
HOLMES REGIONAL MEDICAL CENTER,100019,Florida,118,15.0964,18
JACKSON HEALTH SYSTEM,100022,Florida,128,20.2809,24
JACKSON HEALTH SYSTEM,100022,Florida,102,24.1771,28
JACKSON HEALTH SYSTEM,100022,Florida,49,22.7,11
JACKSON HEALTH SYSTEM,100022,Florida,52,17.0888,10
HCA FLORIDA CITRUS HOSPITAL,100023,Florida,120,17.7522,21
HCA FLORIDA CITRUS HOSPITAL,100023,Florida,70,4.9517,5
HCA FLORIDA CITRUS HOSPITAL,100023,Florida,211,21.5798,49
HCA FLORIDA CITRUS HOSPITAL,100023,Florida,65,18.9482,12
HCA FLORIDA CITRUS HOSPITAL,100023,Florida,106,15.1057,13
SACRED HEART HOSPITAL,100025,Florida,189,18.3131,33
SACRED HEART HOSPITAL,100025,Florida,143,22.6964,31
SACRED HEART HOSPITAL,100025,Florida,74,21.714,13
SACRED HEART HOSPITAL,100025,Florida,90,14.7724,12
ASCENSION SACRED HEART BAY,100026,Florida,86,17.4057,9
ASCENSION SACRED HEART BAY,100026,Florida,103,21.3585,15
ASCENSION SACRED HEART BAY,100026,Florida,37,20.6095,7
ASCENSION SACRED HEART BAY,100026,Florida,57,14.1168,9
PARRISH MEDICAL CENTER,100028,Florida,78,16.329,10
PARRISH MEDICAL CENTER,100028,Florida,75,20.2068,12
PARRISH MEDICAL CENTER,100028,Florida,60,17.3516,8
STEWARD NORTH SHORE MEDICAL CENTER,100029,Florida,96,18.5023,17
STEWARD NORTH SHORE MEDICAL CENTER,100029,Florida,86,24.0974,28
STEWARD NORTH SHORE MEDICAL CENTER,100029,Florida,44,22.5219,12
STEWARD NORTH SHORE MEDICAL CENTER,100029,Florida,22,20.7398,5
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,Florida,92,17.7786,14
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,Florida,48,3.757,4
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,Florida,117,21.5207,27
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,Florida,39,20.5465,10
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,Florida,39,15.683,8
BAYFRONT HEALTH ST PETERSBURG,100032,Florida,58,18.7242,13
BAYFRONT HEALTH ST PETERSBURG,100032,Florida,53,21.3151,12
BAYFRONT HEALTH ST PETERSBURG,100032,Florida,31,19.9009,7
MOUNT SINAI MEDICAL CENTER,100034,Florida,107,17.682,17
MOUNT SINAI MEDICAL CENTER,100034,Florida,88,22.9013,22
MOUNT SINAI MEDICAL CENTER,100034,Florida,31,19.6093,6
MOUNT SINAI MEDICAL CENTER,100034,Florida,46,15.5115,8
MANATEE MEMORIAL HOSPITAL,100035,Florida,102,17.2282,15
MANATEE MEMORIAL HOSPITAL,100035,Florida,49,4.5315,4
MANATEE MEMORIAL HOSPITAL,100035,Florida,146,21.7501,31
MANATEE MEMORIAL HOSPITAL,100035,Florida,93,19.9046,22
